application_id,created_at,week_start,first_name,last_name,state,device,vendor,vendor_flagged,vendor_latency_ms,vendor_match_rate,commercial_po_box,ofac_partial,doc_mismatch,phone_tenure_days,ip_risk_score,name_match_score,engine_action,final_status,confirmed_fraud,queue_minutes,drop_step,active_balance,chargeoff_amount,sop_override,missing_kyc_attribute
APP-000023,2026-02-24T08:36:00,2026-02-23,Mateo,Nguyen,OH,web,challenger_id,0,399,0.876,0,0,0,665,28,90,instant_approve,approved,0,0,,3366.8,0,0,0
APP-000024,2026-04-02T22:49:00,2026-03-30,Olivia,Wilson,AZ,android,challenger_id,0,642,0.8279,0,0,0,454,20,94,instant_approve,approved,0,0,,1475.18,0,0,0
APP-000025,2026-04-02T17:05:00,2026-03-30,Ava,Martinez,IL,android,challenger_id,0,435,0.9376,0,0,0,548,33,81,instant_approve,approved,0,0,,1527.46,0,0,0
APP-000026,2026-01-04T14:46:00,2025-12-29,Olivia,Brown,NY,android,baseline_id,0,672,0.887,0,0,0,77,37,86,instant_approve,approved,0,0,,2881.29,0,0,0
APP-000027,2026-02-07T15:05:00,2026-02-02,Noah,Garcia,NY,android,challenger_id,0,525,0.8599,0,0,0,399,6,100,instant_approve,approved,0,0,,792.12,0,0,0
APP-000028,2026-04-08T10:40:00,2026-04-06,Zoe,Johnson,WA,android,challenger_id,0,474,0.8902,0,0,0,551,50,100,instant_approve,approved,0,0,,1170.35,0,0,0
APP-000029,2026-04-18T21:59:00,2026-04-13,Ava,Anderson,WA,android,baseline_id,0,1065,0.7003,0,0,0,128,41,90,instant_approve,approved,0,0,,1396.87,0,0,0
APP-000030,2026-04-27T03:57:00,2026-04-27,Mateo,Smith,CA,android,challenger_id,0,428,0.8945,0,0,0,605,56,83,instant_approve,approved,0,0,,1652.15,0,0,0
APP-000031,2026-03-25T10:55:00,2026-03-23,Mateo,Davis,IL,web,challenger_id,0,370,0.8295,0,0,0,554,61,95,instant_approve,approved,0,0,,3279.07,0,0,0
APP-000032,2026-03-13T22:43:00,2026-03-09,Maya,Wilson,FL,ios,baseline_id,0,499,0.9442,0,0,0,142,24,92,instant_approve,approved,0,0,,2924.2,0,0,0
APP-000033,2026-03-06T01:58:00,2026-03-02,Emma,Johnson,WA,ios,baseline_id,0,391,0.9633,0,0,0,496,48,84,instant_approve,approved,0,0,,3333.99,0,0,0
APP-000034,2026-02-25T17:31:00,2026-02-23,Mateo,Patel,AZ,android,baseline_id,0,556,0.8388,0,0,0,182,12,92,instant_approve,approved,0,0,,1150.97,0,0,0
APP-000035,2026-01-31T18:49:00,2026-01-26,Maya,Martinez,FL,ios,baseline_id,0,601,0.8275,0,0,0,170,10,86,instant_approve,approved,0,0,,900.39,0,0,0
APP-000036,2026-01-13T03:34:00,2026-01-12,Ava,Thomas,NY,ios,baseline_id,0,421,0.8622,0,0,0,163,64,94,instant_approve,approved,0,0,,1466.71,0,0,0
APP-000037,2026-04-27T16:14:00,2026-04-27,Liam,Garcia,AZ,ios,baseline_id,0,916,0.7064,0,0,0,544,45,84,instant_approve,approved,0,0,,1067.96,0,0,0
APP-000038,2026-02-01T18:27:00,2026-01-26,Mateo,Wilson,WA,android,challenger_id,0,438,0.9729,0,0,0,692,45,94,instant_approve,approved,0,0,,334.35,0,0,0
APP-000039,2026-04-27T18:07:00,2026-04-27,Lucas,Davis,NC,android,baseline_id,0,795,0.7497,0,0,0,90,44,88,instant_approve,approved,0,0,,2938.44,0,0,0
APP-000040,2026-03-11T14:34:00,2026-03-09,Liam,Lee,WA,android,baseline_id,0,645,0.8473,0,0,0,183,69,79,instant_approve,approved,0,0,,194.37,0,0,0
APP-000041,2026-03-29T22:31:00,2026-03-23,Mateo,Johnson,AZ,ios,baseline_id,0,979,0.737,0,0,0,467,48,80,instant_approve,approved,0,0,,2415.74,0,0,0
APP-000042,2026-03-26T08:37:00,2026-03-23,Ethan,Anderson,IL,ios,challenger_id,1,541,0.8427,0,0,1,448,58,94,manual_review,rejected,0,130,doc_upload,0,0,0,0
APP-000043,2026-03-15T06:22:00,2026-03-09,Mateo,Kim,CA,ios,baseline_id,0,695,0.8795,0,0,0,483,45,87,instant_approve,approved,0,0,,2479.95,0,0,0
APP-000044,2026-02-15T13:06:00,2026-02-09,Liam,Anderson,OH,android,baseline_id,0,782,0.8781,0,0,0,609,30,93,instant_approve,approved,0,0,,3402.4,0,0,0
APP-000045,2026-02-01T04:52:00,2026-01-26,Amir,Davis,FL,ios,baseline_id,0,501,0.8462,0,0,0,626,53,97,instant_approve,approved,0,0,,3083.78,0,0,0
APP-000046,2026-03-08T22:51:00,2026-03-02,Mateo,Garcia,NC,android,baseline_id,0,465,0.8705,0,0,0,716,48,88,instant_approve,approved,0,0,,1893.83,0,0,0
APP-000047,2026-03-22T11:55:00,2026-03-16,Mia,Kim,NC,android,challenger_id,0,603,0.8475,0,0,0,141,85,81,instant_approve,approved,0,0,,672.33,0,0,0
APP-000048,2026-04-17T16:50:00,2026-04-13,Sofia,Thomas,IL,android,challenger_id,1,665,0.9133,0,1,0,76,63,96,manual_review,abandoned,0,385,address_check,0,0,0,0
APP-000049,2026-04-28T00:34:00,2026-04-27,Emma,Martinez,TX,web,challenger_id,0,504,0.9402,0,0,0,441,79,88,instant_approve,approved,0,0,,2611.71,0,0,0
APP-000050,2026-02-21T21:03:00,2026-02-16,Olivia,Anderson,AZ,ios,challenger_id,1,574,0.8951,1,0,0,49,20,92,instant_approve,approved,0,0,,732.16,0,0,0
APP-000051,2026-02-26T11:21:00,2026-02-23,Emma,Nguyen,NC,web,baseline_id,0,719,0.8546,0,0,0,216,41,80,instant_approve,approved,0,0,,3349.47,0,0,0
APP-000052,2026-04-23T05:09:00,2026-04-20,Amir,Davis,NC,ios,baseline_id,0,601,0.883,0,0,0,20,45,87,instant_approve,approved,0,0,,97.03,0,0,0
APP-000053,2026-02-01T16:44:00,2026-01-26,Noah,Moore,FL,android,challenger_id,0,783,0.9477,0,0,0,464,0,87,instant_approve,approved,0,0,,2432.03,0,0,0
APP-000054,2026-03-13T06:14:00,2026-03-09,Liam,Wilson,OH,ios,challenger_id,0,463,0.961,0,0,0,425,63,93,instant_approve,approved,0,0,,1189.15,0,0,0
APP-000055,2026-04-26T07:51:00,2026-04-20,Lucas,Davis,FL,ios,baseline_id,0,927,0.8633,0,0,0,516,43,100,instant_approve,approved,0,0,,3046.11,0,0,0
APP-000056,2026-03-13T12:39:00,2026-03-09,Ethan,Thomas,WA,ios,challenger_id,0,498,0.8531,0,0,0,269,47,88,instant_approve,approved,0,0,,2721.34,0,0,0
APP-000057,2026-02-19T11:23:00,2026-02-16,Liam,Anderson,FL,ios,baseline_id,0,560,0.8485,0,0,0,176,23,94,instant_approve,approved,0,0,,674.24,0,0,0
APP-000058,2026-03-12T16:51:00,2026-03-09,Emma,Kim,IL,android,baseline_id,0,616,0.9794,0,0,0,185,18,84,instant_approve,approved,0,0,,2044.38,0,0,0
APP-000059,2026-01-01T18:48:00,2025-12-29,Sophia,Smith,FL,ios,baseline_id,0,564,0.8896,0,0,0,43,71,91,instant_approve,approved,0,0,,1427.39,0,0,0
APP-000060,2026-01-18T14:18:00,2026-01-12,Mia,Davis,WA,android,challenger_id,0,724,0.9607,0,0,0,577,10,90,instant_approve,approved,0,0,,2312.08,0,0,0
APP-000061,2026-04-07T06:48:00,2026-04-06,Ethan,Nguyen,OH,android,challenger_id,0,695,0.8848,0,0,0,44,40,97,instant_approve,approved,0,0,,2542.99,0,0,0
APP-000062,2026-01-29T10:57:00,2026-01-26,Emma,Brown,IL,android,challenger_id,0,702,0.8785,0,0,0,290,31,91,instant_approve,approved,0,0,,2521.64,0,0,0
APP-000063,2026-02-13T13:01:00,2026-02-09,Liam,Smith,FL,ios,challenger_id,0,624,0.8266,0,0,0,395,37,87,instant_approve,approved,0,0,,1054.7,0,0,1
APP-000064,2026-03-13T21:52:00,2026-03-09,Mia,Smith,FL,web,baseline_id,1,760,0.9162,1,0,0,258,35,92,instant_approve,approved,0,0,,2813.47,0,0,0
APP-000065,2026-02-19T22:46:00,2026-02-16,Olivia,Garcia,OH,android,challenger_id,1,650,0.8448,1,0,0,278,21,81,instant_approve,approved,1,0,,3327.25,78.47,0,0
APP-000066,2026-01-23T05:58:00,2026-01-19,Ava,Lee,NC,android,baseline_id,0,429,0.8672,0,0,0,347,60,92,instant_approve,approved,0,0,,2717.15,0,0,0
APP-000067,2026-01-06T16:49:00,2026-01-05,Mia,Anderson,CA,ios,challenger_id,0,516,0.8799,0,0,0,478,52,82,instant_approve,approved,0,0,,604.37,0,0,0
APP-000068,2026-03-03T07:42:00,2026-03-02,Noah,Garcia,OH,ios,challenger_id,0,703,0.9427,0,0,0,705,10,100,instant_approve,approved,0,0,,3438.88,0,0,0
APP-000069,2026-03-08T18:00:00,2026-03-02,Sofia,Nguyen,AZ,ios,baseline_id,0,798,0.9437,0,0,0,408,36,100,instant_approve,approved,0,0,,3466.06,0,0,0
APP-000070,2026-02-07T00:42:00,2026-02-02,Mateo,Lee,GA,android,baseline_id,0,683,0.8769,0,0,0,533,42,94,instant_approve,approved,0,0,,2026.83,0,0,0
APP-000071,2026-03-22T04:23:00,2026-03-16,Mia,Garcia,AZ,ios,challenger_id,0,493,0.833,0,0,0,83,58,91,instant_approve,approved,0,0,,1590.91,0,0,0
APP-000072,2026-02-09T05:54:00,2026-02-09,Olivia,Smith,CA,android,challenger_id,0,468,0.8878,0,0,0,36,9,100,instant_approve,approved,0,0,,319.07,0,0,0
APP-000073,2026-03-02T08:39:00,2026-03-02,Priya,Thomas,IL,android,challenger_id,0,673,0.884,0,0,0,235,66,86,instant_approve,approved,0,0,,3300.49,0,0,0
APP-000074,2026-03-25T12:31:00,2026-03-23,Ethan,Smith,FL,ios,challenger_id,1,504,0.8685,1,0,0,599,12,81,manual_review,rejected,0,210,ssn_check,0,0,0,0
APP-000075,2026-02-07T04:21:00,2026-02-02,Maya,Moore,NY,ios,baseline_id,0,639,0.976,0,0,0,436,0,93,instant_approve,approved,0,0,,672.72,0,0,0
APP-000076,2026-01-28T04:27:00,2026-01-26,Mateo,Garcia,FL,android,challenger_id,0,470,0.8587,0,0,0,137,20,95,instant_approve,approved,0,0,,902.14,0,0,0
APP-000077,2026-04-11T13:21:00,2026-04-06,Mia,Martinez,OH,ios,challenger_id,0,491,0.8437,0,0,0,444,5,99,instant_approve,approved,0,0,,2700.88,0,0,0
APP-000078,2026-01-03T15:33:00,2025-12-29,Emma,Johnson,NY,android,baseline_id,0,786,0.9436,0,0,0,78,31,98,instant_approve,approved,0,0,,719.91,0,0,0
APP-000079,2026-03-06T23:12:00,2026-03-02,Isabella,Anderson,GA,ios,baseline_id,0,575,0.8751,0,0,0,450,28,93,instant_approve,approved,0,0,,61.6,0,0,0
APP-000080,2026-03-31T06:15:00,2026-03-30,Amir,Lee,TX,ios,baseline_id,0,956,0.8069,0,0,0,394,22,89,instant_approve,approved,0,0,,1521.23,0,0,0
APP-000081,2026-04-01T03:53:00,2026-03-30,Sophia,Martinez,TX,android,baseline_id,0,931,0.7812,0,0,0,514,11,98,instant_approve,approved,0,0,,1306.74,0,0,0
APP-000082,2026-03-05T23:11:00,2026-03-02,Mateo,Brown,CA,ios,baseline_id,0,704,0.88,0,0,0,190,43,98,instant_approve,approved,0,0,,2561.45,0,0,0
APP-000083,2026-03-22T23:37:00,2026-03-16,Olivia,Martinez,AZ,ios,baseline_id,0,929,0.8201,0,0,0,546,14,85,instant_approve,approved,0,0,,2256.88,0,0,0
APP-000084,2026-03-10T11:30:00,2026-03-09,Sophia,Davis,OH,android,baseline_id,0,611,0.9655,0,0,0,163,8,92,instant_approve,approved,0,0,,1376.91,0,0,0
APP-000085,2026-02-14T01:08:00,2026-02-09,Maya,Johnson,CA,android,baseline_id,1,621,0.8835,1,0,0,233,37,100,instant_approve,approved,0,0,,2653.27,0,0,0
APP-000086,2026-01-13T23:07:00,2026-01-12,Sophia,Nguyen,NC,ios,baseline_id,0,792,0.9243,0,0,0,141,6,100,instant_approve,approved,0,0,,414.76,0,0,0
APP-000087,2026-04-26T16:23:00,2026-04-20,Liam,Lee,TX,web,challenger_id,1,826,0.9437,1,0,0,66,59,89,manual_review,rejected,0,543,doc_upload,0,0,0,0
APP-000088,2026-02-28T21:40:00,2026-02-23,Isabella,Davis,AZ,android,baseline_id,0,507,0.9357,0,0,0,266,49,92,instant_approve,approved,0,0,,85.82,0,0,0
APP-000089,2026-03-21T13:59:00,2026-03-16,Mia,Kim,CA,web,baseline_id,0,754,0.6959,0,0,0,714,31,86,instant_approve,approved,0,0,,2425.07,0,0,0
APP-000090,2026-02-24T12:16:00,2026-02-23,Liam,Patel,CA,ios,challenger_id,0,543,0.9322,0,0,0,247,32,88,instant_approve,approved,0,0,,2891.78,0,0,0
APP-000091,2026-03-08T12:41:00,2026-03-02,Noah,Moore,FL,android,challenger_id,0,573,0.9695,0,0,0,678,79,79,instant_approve,approved,0,0,,3316.31,0,0,0
APP-000092,2026-02-02T17:16:00,2026-02-02,Sophia,Johnson,GA,ios,baseline_id,1,760,0.8264,0,0,1,398,29,85,manual_review,rejected,0,148,ssn_check,0,0,0,0
APP-000093,2026-02-20T09:11:00,2026-02-16,Noah,Anderson,NC,web,challenger_id,0,418,0.9436,0,0,0,94,28,90,instant_approve,approved,0,0,,1141.4,0,0,0
APP-000094,2026-02-28T04:34:00,2026-02-23,Olivia,Lee,FL,android,baseline_id,0,746,0.9216,0,0,0,705,82,86,instant_approve,approved,0,0,,2347.19,0,0,0
APP-000095,2026-03-26T07:18:00,2026-03-23,Amir,Nguyen,AZ,ios,baseline_id,0,883,0.7311,0,0,0,464,0,86,instant_approve,approved,0,0,,945.35,0,0,0
APP-000096,2026-02-17T18:01:00,2026-02-16,Olivia,Moore,FL,android,challenger_id,0,700,0.9355,0,0,0,299,33,83,instant_approve,approved,0,0,,1963.23,0,0,0
APP-000097,2026-01-11T14:13:00,2026-01-05,Isabella,Anderson,IL,web,baseline_id,0,601,0.8968,0,0,0,565,40,89,instant_approve,approved,0,0,,995.4,0,0,0
APP-000098,2026-04-10T02:49:00,2026-04-06,Noah,Anderson,IL,android,challenger_id,0,603,0.925,0,0,0,148,46,93,instant_approve,approved,0,0,,1785.17,0,0,0
APP-000099,2026-01-31T19:07:00,2026-01-26,Sofia,Nguyen,NC,ios,baseline_id,0,551,0.8468,0,0,0,98,23,90,instant_approve,approved,0,0,,698.98,0,0,0
APP-000100,2026-02-27T06:09:00,2026-02-23,Sofia,Lee,CA,ios,challenger_id,0,523,0.8756,0,0,0,293,41,92,instant_approve,approved,0,0,,2453.51,0,0,0
APP-000101,2026-01-25T06:14:00,2026-01-19,Ethan,Nguyen,AZ,ios,challenger_id,0,523,0.8612,0,0,0,638,60,87,instant_approve,approved,0,0,,367.47,0,0,0
APP-000102,2026-03-29T13:35:00,2026-03-23,Sophia,Moore,TX,ios,baseline_id,0,957,0.7774,0,0,0,68,52,80,instant_approve,approved,0,0,,2733.06,0,0,0
APP-000103,2026-03-23T11:44:00,2026-03-23,Mia,Brown,TX,ios,challenger_id,1,460,0.8757,0,1,0,323,35,99,manual_review,approved,0,327,,1915.47,0,0,0
APP-000104,2026-01-10T16:41:00,2026-01-05,Sofia,Anderson,FL,ios,challenger_id,0,779,0.9555,0,0,0,719,10,90,instant_approve,approved,0,0,,2563.89,0,0,0
APP-000105,2026-01-21T13:00:00,2026-01-19,Sofia,Lee,AZ,android,challenger_id,0,805,0.8753,0,0,0,192,67,97,instant_approve,approved,0,0,,1454.76,0,0,0
APP-000106,2026-01-25T02:04:00,2026-01-19,Liam,Smith,WA,ios,challenger_id,0,330,0.9553,0,0,0,23,0,91,instant_approve,approved,0,0,,3318.82,0,0,0
APP-000107,2026-04-13T17:57:00,2026-04-13,Noah,Johnson,GA,web,baseline_id,1,656,0.7678,0,0,1,404,16,99,manual_review,abandoned,0,371,address_check,0,0,0,0
APP-000108,2026-03-31T19:44:00,2026-03-30,Liam,Johnson,GA,ios,challenger_id,0,584,0.9349,0,0,0,477,31,90,instant_approve,approved,0,0,,2446.01,0,0,0
APP-000109,2026-02-03T21:41:00,2026-02-02,Sophia,Lee,AZ,android,baseline_id,1,518,0.9103,0,0,0,717,49,73,manual_review,abandoned,0,116,doc_upload,0,0,0,0
APP-000110,2026-02-27T12:59:00,2026-02-23,Sofia,Lee,GA,ios,challenger_id,1,598,0.9715,1,0,0,562,16,99,instant_approve,approved,1,0,,349.36,117.41,0,0
APP-000111,2026-02-06T19:52:00,2026-02-02,Liam,Moore,CA,ios,baseline_id,1,447,0.9675,0,0,1,654,43,79,manual_review,abandoned,1,271,doc_upload,0,0,0,0
APP-000112,2026-01-17T06:49:00,2026-01-12,Mateo,Moore,GA,android,challenger_id,0,897,0.8394,0,0,0,415,48,90,instant_approve,approved,0,0,,98.31,0,0,0
APP-000113,2026-02-07T08:56:00,2026-02-02,Lucas,Brown,TX,ios,baseline_id,0,550,0.9594,0,0,0,473,18,96,instant_approve,approved,0,0,,2971.01,0,0,0
APP-000114,2026-03-14T05:36:00,2026-03-09,Emma,Nguyen,AZ,ios,baseline_id,1,551,0.9445,0,0,1,354,56,92,manual_review,rejected,0,167,selfie_match,0,0,0,0
APP-000115,2026-01-08T22:20:00,2026-01-05,Zoe,Garcia,NC,ios,baseline_id,0,474,0.8443,0,0,0,405,26,87,instant_approve,approved,0,0,,372.83,0,0,0
APP-000116,2026-02-10T20:07:00,2026-02-09,Ava,Nguyen,OH,ios,baseline_id,1,678,0.8324,0,1,0,437,14,81,instant_approve,approved,0,0,,2314.93,0,0,0
APP-000117,2026-02-19T19:23:00,2026-02-16,Noah,Johnson,AZ,android,challenger_id,0,524,0.8925,0,0,0,109,34,89,instant_approve,approved,0,0,,482.48,0,0,0
APP-000118,2026-04-05T12:33:00,2026-03-30,Maya,Garcia,CA,android,baseline_id,0,969,0.7949,0,0,0,179,38,99,instant_approve,approved,0,0,,520.14,0,0,0
APP-000119,2026-03-27T12:28:00,2026-03-23,Zoe,Wilson,AZ,android,baseline_id,0,876,0.8377,0,0,0,662,9,93,instant_approve,approved,0,0,,857.76,0,0,0
APP-000120,2026-03-24T00:06:00,2026-03-23,Maya,Nguyen,TX,ios,baseline_id,0,683,0.8261,0,0,0,109,29,98,instant_approve,approved,0,0,,1193.59,0,0,0
APP-000121,2026-03-25T03:08:00,2026-03-23,Zoe,Brown,TX,android,baseline_id,1,836,0.7451,0,0,1,616,30,94,manual_review,approved,0,309,,1545.77,0,0,0
APP-000122,2026-04-06T15:46:00,2026-04-06,Noah,Thomas,NY,ios,baseline_id,0,932,0.7764,0,0,0,482,48,87,instant_approve,approved,0,0,,2576.94,0,0,0
APP-000123,2026-02-07T08:54:00,2026-02-02,Mia,Lee,FL,android,challenger_id,0,444,0.8557,0,0,0,153,27,89,instant_approve,approved,0,0,,602.28,0,0,0
APP-000124,2026-04-27T16:20:00,2026-04-27,Mateo,Smith,WA,ios,baseline_id,0,823,0.8529,0,0,0,649,43,87,instant_approve,approved,0,0,,759.88,0,0,0
APP-000125,2026-02-19T11:53:00,2026-02-16,Priya,Lee,GA,android,baseline_id,0,778,0.9325,0,0,0,145,31,90,instant_approve,approved,0,0,,802.33,0,0,1
APP-000126,2026-04-13T04:11:00,2026-04-13,Mateo,Martinez,CA,ios,baseline_id,0,863,0.7594,0,0,0,167,20,91,instant_approve,approved,0,0,,1063.03,0,0,0
APP-000127,2026-03-26T14:53:00,2026-03-23,Zoe,Martinez,OH,android,challenger_id,0,693,0.939,0,0,0,163,37,91,instant_approve,approved,0,0,,1213.12,0,0,0
APP-000128,2026-01-17T02:56:00,2026-01-12,Emma,Kim,GA,ios,challenger_id,0,577,0.9248,0,0,0,206,0,87,instant_approve,approved,0,0,,162.24,0,0,0
APP-000129,2026-02-06T17:19:00,2026-02-02,Priya,Nguyen,FL,android,challenger_id,0,624,0.9754,0,0,0,679,33,86,instant_approve,approved,0,0,,63.87,0,0,0
APP-000130,2026-03-22T16:37:00,2026-03-16,Zoe,Smith,GA,ios,baseline_id,0,799,0.8269,0,0,0,658,36,92,instant_approve,approved,0,0,,2795.14,0,0,0
APP-000131,2026-01-08T01:53:00,2026-01-05,Sofia,Davis,TX,ios,baseline_id,0,666,0.8498,0,0,0,174,24,89,instant_approve,approved,0,0,,352.27,0,0,1
APP-000132,2026-04-04T02:04:00,2026-03-30,Maya,Davis,TX,ios,challenger_id,0,547,0.9058,0,0,0,532,8,88,instant_approve,approved,0,0,,1578.24,0,0,0
APP-000133,2026-03-12T15:31:00,2026-03-09,Noah,Garcia,NY,ios,challenger_id,0,551,0.9253,0,0,0,163,61,80,instant_approve,approved,0,0,,3055.21,0,0,0
APP-000134,2026-02-02T22:56:00,2026-02-02,Noah,Brown,TX,android,baseline_id,0,714,0.9092,0,0,0,182,36,91,instant_approve,approved,0,0,,3043.6,0,0,0
APP-000135,2026-02-10T12:25:00,2026-02-09,Liam,Garcia,GA,ios,challenger_id,0,361,0.9024,0,0,0,606,10,93,instant_approve,approved,0,0,,3243.15,0,0,0
APP-000136,2026-01-06T00:24:00,2026-01-05,Priya,Nguyen,TX,android,baseline_id,0,513,0.9353,0,0,0,681,6,87,instant_approve,approved,0,0,,3362.1,0,0,0
APP-000137,2026-04-26T05:46:00,2026-04-20,Ethan,Brown,FL,ios,baseline_id,0,1069,0.7181,0,0,0,554,38,95,instant_approve,approved,1,0,,2960.84,1330.33,0,0
APP-000138,2026-04-09T14:31:00,2026-04-06,Ava,Brown,NC,android,baseline_id,0,652,0.7863,0,0,0,265,11,100,instant_approve,approved,0,0,,2556.23,0,0,1
APP-000139,2026-03-05T02:31:00,2026-03-02,Mateo,Lee,OH,ios,challenger_id,0,596,0.8809,0,0,0,379,41,82,instant_approve,approved,0,0,,3355.13,0,0,0
APP-000140,2026-02-22T20:35:00,2026-02-16,Liam,Brown,WA,ios,challenger_id,0,564,0.8548,0,0,0,354,34,88,instant_approve,approved,0,0,,429.77,0,0,0
APP-000141,2026-04-10T13:26:00,2026-04-06,Lucas,Lee,AZ,android,baseline_id,0,850,0.7867,0,0,0,276,26,94,instant_approve,approved,0,0,,1624.71,0,0,0
APP-000142,2026-01-08T02:03:00,2026-01-05,Zoe,Nguyen,GA,ios,baseline_id,0,677,0.8918,0,0,0,96,69,88,instant_approve,approved,0,0,,38.81,0,0,0
APP-000143,2026-01-26T13:51:00,2026-01-26,Isabella,Brown,GA,ios,challenger_id,0,533,0.9451,0,0,0,289,88,93,instant_approve,approved,1,0,,3451.61,229.21,0,0
APP-000144,2026-03-23T09:14:00,2026-03-23,Isabella,Kim,NC,android,baseline_id,0,754,0.721,0,0,0,153,59,88,instant_approve,approved,0,0,,2130.61,0,0,0
APP-000145,2026-01-12T08:33:00,2026-01-12,Noah,Kim,OH,android,baseline_id,0,639,0.8248,0,0,0,43,67,100,instant_approve,approved,0,0,,2250.52,0,0,0
APP-000146,2026-02-01T15:36:00,2026-01-26,Noah,Nguyen,GA,ios,challenger_id,0,588,0.8563,0,0,0,119,35,87,instant_approve,approved,0,0,,951.91,0,0,0
APP-000147,2026-02-11T13:35:00,2026-02-09,Liam,Moore,NY,ios,baseline_id,0,710,0.8693,0,0,0,366,32,90,instant_approve,approved,0,0,,224.8,0,0,0
